0.44209,-0.09507,-12.69873
0.4118,-0.77892,-11.52795
0.21397,-0.54146,-9.68461
-0.63445,-0.84289,-9.84821
-0.33767,-0.26097,-10.80983
0.21063,-0.09239,-11.12774
0.24024,-0.65374,-10.96791
-0.04551,-0.26537,-11.09876
-0.07751,-0.4414,-11.26518
0.02647,-0.71484,-11.05895
-0.02924,-0.60292,-11.25137
0.25118,-0.50743,-11.00666
0.0339,-0.43939,-11.04994
0.08257,-0.70166,-11.05812
0.11564,-0.63991,-11.16985
0.31688,-0.32686,-11.20893
0.14825,-0.34768,-11.05817
0.04778,-0.40844,-11.11794
0.14902,-0.44378,-11.17697
0.0165,-0.59567,-11.30077
-0.10348,-0.70454,-11.39934
-0.03562,-0.61891,-11.12894
-0.25684,-0.4379,-11.05121
-0.27617,-0.69484,-11.06216
0.34759,-0.64496,-10.89883
0.03608,-0.35322,-10.77141
0.05773,-0.366,-10.92535
0.13725,-0.82394,-11.53512
-0.06234,-1.21537,-10.73667
0.06063,-0.463,-11.70504
0.13598,-0.62017,-11.22274
-0.1736,-1.60476,-11.15963
0.29014,-1.05945,-11.02769
0.08226,-0.6658,-10.50138
0.27285,-0.51697,-11.2235
-0.06791,-0.51921,-11.43905
0.26319,-0.73362,-10.6625
0.30551,-0.4677,-11.40542
0.02233,-0.69969,-12.53806
-0.10501,-0.9944,-11.94815
-0.10307,-0.98168,-11.83731
-0.93087,-1.01381,-12.83537
-0.71318,-0.87031,-12.727
-0.14117,-1.19198,-12.64019
-0.75468,-1.07601,-11.21284
-0.49151,-0.86965,-10.50993
-0.34025,-0.50194,-9.59465
-0.10391,-0.32919,-8.612
0.12806,-0.13169,-8.38209
0.14427,0.00204,-10.91387
0.48528,-0.14572,-10.54257
0.60126,-0.18259,-11.39893
0.58136,-0.46145,-12.83061
0.51273,-0.63161,-11.85969
-0.24082,-0.6664,-12.79876
-0.23501,-0.69162,-12.03275
-0.15749,-0.42968,-12.36831
-0.21875,-0.78823,-12.56671
-0.23767,-0.96565,-11.27762
-0.3066,-0.96523,-11.15168
-0.23695,-0.85664,-10.82887
-0.27917,-0.87212,-11.10905
-0.46896,-0.92858,-11.50386
-0.40234,-1.00391,-11.49005
0.12273,-0.74536,-11.01228
-0.29939,-0.77549,-11.77651
0.04387,-0.76465,-10.90792
-0.09625,-0.42756,-12.15211
-0.05137,-1.07608,-10.74601
-0.04919,-1.12946,-11.61914
-0.11066,-1.01278,-11.08803
-0.18966,-0.92022,-11.0048
0.03316,-0.4624,-11.36894
-0.0938,-0.61609,-11.7802
-0.17948,-0.81876,-10.94778
-0.15015,-0.56329,-12.51554
-0.13762,-0.76653,-10.08204
-0.22227,-0.57029,-11.3294
0.07143,-0.86557,-10.20873
-0.03828,-0.73872,-11.59347
-0.28365,-0.71346,-10.48947
-0.3107,-0.80547,-9.89355
-0.06324,-1.35001,-11.10291
-0.10271,-0.7523,-11.07449
0.13901,-0.55626,-11.28261
0.09301,-0.56199,-10.97738
-0.01984,-0.69017,-11.66279
0.13956,-1.04891,-11.48887
0.10009,-1.00617,-11.17116
0.08049,-0.61252,-11.4161
-0.06347,-0.85003,-10.04571
-0.04353,-1.12655,-9.64932
0.17211,-1.01187,-11.18925
-0.25588,-1.02852,-11.0852
-0.0528,-0.76288,-11.53625
0.40884,-0.42389,-13.02585
0.43811,-0.71843,-11.89229
0.17082,-0.85869,-11.38869
-0.28782,-1.364,-8.76447
-0.26724,-1.24407,-9.27191
-0.07264,-0.45042,-12.59515
-0.01719,-0.95601,-10.70293
-0.29823,-0.91398,-10.76506
0.15434,-0.3448,-12.00491
0.18801,-0.607,-11.5151
-0.00296,-1.05142,-10.56347
0.21589,-0.90799,-12.00353
0.35333,-0.68338,-11.87586
-0.03445,-0.5277,-12.1626
-0.39176,-0.5933,-12.8207
-0.27306,-0.80085,-11.42474
-0.22828,-0.57375,-10.68438
-0.05912,-0.82222,-10.97376
0.14737,-0.92828,-12.15629
0.33048,-0.88195,-12.10653
0.02754,-0.88498,-11.28567
-0.25,-0.59511,-11.86363
-0.25125,-0.94156,-11.61614
-0.29511,-0.95363,-11.21698
0.11654,-0.66988,-11.08297
-0.12595,-0.58851,-10.32582
-0.20171,-0.55378,-10.99963
-0.30731,-1.05245,-10.01038
0.06985,-1.12248,-11.0077
-0.08973,-0.72301,-9.6628
-0.11014,-0.58365,-10.46335
-0.24919,-1.04956,-9.20159
-0.01734,-1.05967,-9.63407
0.13031,-0.80612,-11.41544
0.10592,-0.85779,-10.87921
0.07451,-0.75711,-11.01546
-0.17088,-0.75358,-10.89088
-0.11318,-0.88864,-10.73848
0.32504,-0.49049,-12.21372
-0.12527,-0.81125,-10.32126
0.39355,-0.59575,-11.67359
0.25947,-0.43424,-11.88737
0.12911,-0.63339,-11.78611
-0.25854,-0.92938,-9.35723
-0.40272,-0.83861,-8.60636
0.07284,-0.48417,-12.36893
-0.14256,-0.81463,-11.2385
-0.22845,-0.70128,-10.6061
0.22285,-0.77005,-11.41486
0.26473,-0.67221,-11.79198
0.44945,-0.71384,-12.24923
0.07694,-0.6171,-12.25118
0.0042,-0.40478,-11.90447
0.17323,-0.68245,-11.46902
-0.67843,-0.47442,-10.0679
-0.23631,-0.59796,-11.27781
-0.51997,-0.49919,-12.15112
-0.39042,-0.80967,-8.42546
-0.46212,-0.83137,-9.27051
0.1033,-0.7647,-12.39938
-0.51152,-0.54279,-11.88277
-0.16599,-0.6845,-10.60626
0.06276,-0.33041,-11.48958
0.21697,-0.57028,-11.53923
0.00022,-0.3037,-12.20108
0.39187,-0.48053,-12.14289
0.20276,-0.75048,-12.82916
0.32162,-0.31104,-12.26002
0.15673,-0.55914,-12.30567
0.40936,-0.57077,-12.24241
-0.65682,-0.81437,-5.58507
0.06986,-0.95297,-11.08432
0.49945,-0.63879,-12.55573
0.42244,-0.60688,-12.90308
0.214,-0.38779,-11.93723
-0.01259,-0.37414,-11.21677
-0.03046,-0.93667,-9.0499
-0.3463,-1.03142,-9.76183
0.04489,-0.68959,-12.36829
0.23778,-0.81615,-11.05794
-0.07145,-0.82531,-10.29916
0.45041,-0.36637,-12.4294
0.29423,-0.75704,-10.55203
-0.11045,-0.98651,-10.86314
-0.07139,-0.56456,-10.84547
0.21096,-0.86301,-10.53458
-0.00901,-0.76459,-11.30155
0.14274,-0.65178,-11.55062
0.01892,-0.88381,-10.81805
0.13425,-0.82455,-10.96717
0.31599,-0.64963,-11.28132
0.16356,-0.68355,-10.73842
0.32796,-0.70855,-11.52867
0.43227,-0.55777,-11.22591
0.05464,-1.10267,-10.75689
0.21641,-0.82439,-11.54191
0.01178,-0.69088,-11.01484
-0.17201,-0.74919,-10.85574
-0.08586,-0.5711,-11.7123
0.33746,-0.52051,-10.90437
0.45049,-0.84222,-10.48541
0.16287,-0.8936,-11.31407
0.09134,-0.94987,-10.80316
0.01315,-0.53454,-11.51641
0.51316,-0.84424,-11.07678
0.22988,-1.16389,-10.93972
-0.10442,-0.85963,-11.1757
0.28641,-0.91653,-11.01396
0.26301,-0.75218,-11.81874
0.27925,-0.85345,-10.65437
-0.05891,-0.85806,-11.59531
0.21378,-1.08587,-10.98102
0.31251,-0.86906,-11.29268
0.38522,-1.38901,-10.60221
0.22376,-0.93322,-11.73505
0.10758,-0.96368,-11.94403
-0.05342,-1.03387,-10.92531
-0.06953,-0.9226,-11.34301
0.20027,-0.7083,-11.46035
0.09776,-0.71802,-11.47034
0.1461,-0.9726,-10.60298
0.05339,-0.69227,-11.31164
0.18913,-0.65957,-11.11119
0.42608,-0.63026,-11.77246
0.63606,-0.71128,-11.31586
0.23329,-0.70865,-11.41991
0.21188,-0.71602,-12.04527
0.05248,-0.8863,-10.57656
0.35331,-0.53967,-11.09377
0.52144,-0.658,-11.66469
0.25831,-0.82704,-10.99085
0.03451,-0.62319,-11.18588
0.42557,-0.37701,-11.22324
0.3196,-0.92647,-10.78252
0.21092,-0.62847,-11.29888
0.39727,-0.60521,-11.6784
0.59338,-0.86953,-10.99985
0.20468,-0.95345,-11.09444
0.20858,-0.92805,-11.96959
0.6418,-0.91546,-10.94753
0.57115,-0.81619,-10.86883
0.57671,-1.14118,-11.18513
0.61847,-1.09774,-11.19036
0.37755,-1.21906,-11.64066
0.52682,-1.23458,-10.82183
0.33237,-0.63634,-11.9076
0.42271,-0.9935,-10.95188
0.24993,-1.08998,-10.98248
0.57281,-1.03674,-11.51314
0.60287,-0.55718,-12.09564
0.26259,-1.03033,-11.49891
0.55263,-0.92372,-10.78292
0.34522,-0.72074,-11.43411
0.64883,-0.83067,-11.25398
0.28679,-0.62397,-10.69829
0.50165,-0.78098,-11.18453
0.61145,-0.77509,-11.81519
0.64519,-0.68093,-11.51176
0.68457,-0.88582,-10.09047
0.74205,-0.71408,-10.93608
0.77368,-0.67091,-11.86475
0.82821,-0.85857,-11.17149
0.63097,-0.71574,-10.91377
0.17267,-1.02879,-11.53505
0.5983,-0.60158,-11.37192
0.7169,-0.56647,-11.47944
0.85539,-0.7503,-10.97252
0.44651,-0.67762,-11.68303
0.28585,-0.95776,-11.32173
0.89062,-0.76388,-10.77188
0.69559,-0.77253,-11.28576
0.37914,-1.02739,-11.12534
0.74234,-0.72636,-11.33491
0.58066,-0.81139,-10.85207
0.67791,-0.87129,-11.49695
0.28739,-1.17195,-10.80688
0.47198,-0.97373,-11.65794
0.75039,-1.02885,-11.2456
0.96204,-0.90104,-11.12401
0.56818,-0.96153,-11.34618
0.56861,-1.1652,-11.70856
0.49891,-0.86646,-10.86146
0.60288,-0.87544,-11.28825
0.64383,-1.07911,-12.04608
0.72515,-0.86133,-11.08643
0.65176,-0.68823,-11.73213
0.39293,-1.0326,-10.94064
0.45256,-0.89803,-10.80994
0.59595,-0.96757,-11.61354
0.6492,-0.63799,-11.21053
0.45666,-0.58385,-11.73994
0.46341,-0.84105,-11.48202
0.37522,-0.89673,-11.26651
0.29259,-0.6481,-11.64651
0.23834,-0.73963,-12.41606
0.67248,-0.80835,-11.64196
0.28808,-1.12284,-9.88364
0.15947,-0.91455,-11.60138
0.11372,-0.60015,-12.12994
0.15528,-0.77424,-11.42183
-0.18405,-1.2694,-9.94488
0.25748,-1.14831,-9.63619
0.43293,-1.06219,-11.00215
-0.2531,-1.02226,-10.97235
0.22531,-1.03836,-10.80494
-0.22359,-0.77653,-11.26604
0.34872,-0.65734,-11.89623
0.36009,-0.82059,-11.29444
0.11022,-0.60367,-11.42953
0.2702,-0.79146,-11.55181
0.24564,-0.93977,-11.06279
0.10992,-0.75415,-10.50903
0.19038,-0.89412,-12.18253
0.14509,-1.10308,-10.2619
0.27811,-1.00837,-10.65132
0.43637,-1.2462,-10.77046
0.17933,-1.15303,-11.04395
0.21317,-1.1759,-10.59512
0.57127,-0.73904,-11.37981
0.28653,-1.03078,-11.39923
0.02265,-1.18461,-11.48789
0.21376,-1.29798,-11.05332
0.43803,-1.13494,-11.11503
0.3773,-1.10707,-11.18513
0.22918,-1.0517,-10.91511
0.33496,-1.11441,-10.86525
0.42548,-1.27723,-11.25062
0.2267,-0.9581,-11.14338
0.39335,-1.09085,-10.59933
0.52695,-1.01884,-10.82425
0.25465,-0.91351,-11.82595
0.34621,-0.90296,-11.33876
0.13158,-0.92853,-11.63517
0.56703,-1.04748,-9.98143
0.47081,-0.98971,-11.56137
0.25334,-0.79064,-11.94637
0.12276,-0.99725,-11.07743
0.42937,-1.10126,-10.0274
0.45629,-0.97704,-11.07847
0.05617,-0.83176,-11.51001
0.40774,-0.94312,-10.69419
0.46156,-0.96903,-11.30982
0.12945,-0.8047,-12.36156
0.083,-1.01884,-11.02387
0.17496,-1.22016,-11.22789
0.4818,-1.03969,-12.26168
0.38936,-0.61608,-13.42418
0.51162,-0.69368,-12.44908
0.49326,-1.04171,-10.05936
0.06187,-1.2046,-10.84434
0.37147,-0.98958,-12.66597
0.36519,-1.00642,-11.83087
0.39554,-0.91385,-11.37082
0.46961,-0.69304,-11.76513
-0.06384,-1.17237,-9.6572
0.37936,-0.67598,-11.7454
-0.39535,-1.87695,-8.12239
-0.15512,-1.99746,-7.85344
-0.06948,-1.27814,-11.32724
0.0905,-0.68676,-11.66584
-0.02904,-0.69192,-11.01955
0.54944,-0.50992,-13.07153
0.51892,-0.47001,-13.19938
0.60262,-0.87094,-12.45148
0.33726,-0.78262,-12.7297
0.21192,-0.85251,-11.65917
-0.05547,-1.33968,-9.06251
-0.5709,-2.24428,-7.36117
-0.06448,-1.93339,-9.55441
0.29915,-0.98579,-12.96862
-0.13994,-1.22178,-9.95771
-0.07726,-1.23735,-10.40494
0.59952,-0.30423,-12.92911
0.39075,-0.41143,-12.43961
0.63101,-0.3397,-12.98777
0.36526,-0.63797,-11.65744
-0.46607,-1.53312,-7.28651
0.39675,-0.84233,-12.21559
-0.26261,-0.72179,-11.97665
-0.46578,-1.37096,-8.84033
-0.19073,-1.05497,-8.9275
0.39061,-1.25906,-10.71162
0.63336,-0.80181,-12.01668
0.35704,-1.22168,-10.36716
-0.37518,-1.17606,-9.99589
0.04706,-0.76698,-11.16989
0.13857,-0.82954,-11.01509
0.05179,-0.8756,-10.53307
0.28063,-1.06492,-11.03344
-0.03571,-1.00028,-10.69805
0.05734,-1.10328,-10.52382
0.00956,-1.07423,-10.74163
0.05052,-1.22419,-10.69867
-0.22209,-1.09667,-10.74219
-0.25923,-1.3318,-10.72798
-0.0502,-1.07561,-11.153
-0.07127,-0.93309,-11.48162
-0.21945,-1.10434,-11.43718
-0.09106,-1.11371,-10.83467
-0.05682,-1.08935,-10.66894
-0.07829,-1.21152,-10.93004
-0.25641,-1.23406,-10.76858
0.09765,-1.04307,-11.1214
0.26169,-0.93656,-11.24907
0.32442,-1.08926,-11.5485
0.1777,-0.9153,-12.0972
-0.20669,-1.08774,-10.93269
-0.01267,-1.4247,-11.15156
0.08311,-1.35031,-11.27699
-0.3204,-1.4016,-10.98289
-0.06753,-1.20543,-11.82731
0.06289,-0.85264,-11.83493
0.16101,-1.0171,-11.7837
0.10162,-0.81229,-11.99379
-0.16015,-0.73459,-11.61211
-0.04693,-1.16341,-10.47408
0.17201,-1.52653,-11.07047
0.10758,-1.50634,-11.08665
-0.36575,-1.18631,-10.88692
-0.05049,-1.01499,-11.04485
0.17781,-0.83484,-11.78402
0.38549,-0.85067,-11.3006
0.32813,-1.11297,-10.85934
0.0768,-1.46207,-10.48957
0.26438,-1.24529,-10.92852
0.02005,-1.10967,-11.45861
-0.179,-0.98207,-10.07043
0.15994,-0.94629,-11.25459
0.29057,-0.88604,-11.74109
0.0565,-1.0261,-11.44182
0.37515,-1.11999,-10.55167
0.30559,-1.43934,-10.39023
0.54976,-1.38479,-11.03707
0.54804,-1.18002,-10.62304
0.50989,-1.02652,-10.38822
0.66173,-0.72515,-11.66739
0.45363,-0.80245,-11.32915
0.5474,-0.66197,-11.58573
0.70068,-0.76726,-10.65197
0.30442,-0.9185,-11.54774
0.23588,-0.99552,-10.77379
0.2,-1.07624,-10.35351
-0.04805,-1.09035,-10.71496
0.16282,-1.03837,-10.53131
0.30728,-1.0969,-10.80763
0.67482,-0.61121,-11.59815
0.34548,-0.88465,-10.59753
0.481,-0.77219,-11.53334
0.53844,-0.75925,-11.63086
0.08472,-0.73791,-10.71389
-0.04923,-0.8333,-11.84709
0.39834,-0.9632,-11.38819
0.36232,-0.97421,-10.39092
0.37164,-0.8786,-10.97466
0.58982,-0.70569,-11.785
0.38235,-0.80704,-10.853
0.51434,-1.01928,-10.147
0.60092,-0.62709,-11.22045
0.03136,-0.89365,-11.53918
0.69044,-0.82722,-11.87542
0.32143,-0.82475,-10.86528
0.57942,-0.89074,-10.76039
0.64744,-0.73024,-11.02235
0.47733,-0.59109,-11.31344
0.15812,-0.76007,-11.36762
0.53481,-0.98344,-11.07257
0.4173,-0.70419,-10.7641
0.29112,-0.96057,-10.6587
0.62951,-0.77569,-10.49273
0.66673,-0.88481,-10.7741
0.49187,-0.63654,-11.66937
0.37183,-1.04699,-10.74591
0.57791,-1.05944,-11.21067
0.66568,-1.05312,-11.14812
0.29508,-1.00372,-11.25976
0.22157,-1.12314,-11.09268
0.56026,-0.94991,-11.5949
0.85013,-0.89357,-11.43049
0.62727,-0.92833,-10.55692
-0.05949,-0.90109,-11.18568
0.41056,-0.78504,-10.63639
0.48477,-0.70266,-10.81632
0.38093,-0.62859,-11.43778
0.38852,-0.61494,-11.19212
0.75067,-0.73367,-10.9313
0.37801,-0.67424,-12.12527
0.27084,-1.13944,-10.81987
0.26229,-1.32553,-9.72651
0.26878,-0.96385,-11.8015
0.45132,-0.86779,-11.15958
0.58997,-0.97904,-11.6878
0.16288,-0.82252,-11.77406
0.15858,-0.90849,-11.22604
0.24975,-1.19867,-10.64125
0.33098,-1.0873,-10.5354
0.32191,-1.10378,-10.4244
0.4678,-0.89336,-11.46385
0.44817,-1.09711,-10.89562
0.37723,-0.99564,-10.89938
0.50438,-0.84925,-11.21215
0.51598,-1.07838,-11.21992
0.21308,-1.30681,-11.0627
0.70127,-0.94691,-10.93124
0.4434,-1.15629,-12.4842
0.30637,-1.04713,-10.94643
0.62221,-1.02803,-11.19711
0.33554,-0.79253,-11.83844
0.51852,-1.50876,-10.38258
0.92392,-1.36315,-11.08874
0.42252,-1.26289,-11.36321
0.42446,-1.22382,-12.37541
0.58891,-1.20543,-10.67283
0.58851,-1.35992,-10.96532
0.58779,-1.3501,-10.4651
0.57783,-1.22062,-11.53858
0.54992,-1.23165,-11.09238
0.66669,-0.85176,-11.3855
0.52999,-1.56155,-11.1556
